,HITId,tweet,sentiment,directness,annotator_sentiment,target,group
39,40,@bruger stadig bitter kusse. meget interesse arsenal? spiller spiller fod os bliver solgt.,abusive_hateful,indirect,anger_sadness,gender,women
40,41,1 æske blyant mongol nr.2 penalhus med velsignelse ng helligt vand quiapo/st. jude.,normal,indirect,shock_indifference,other,other
41,42,@bruger @bruger citerer løst trumf/trumpere. behøver ikke immigranter - vietnam land. @url,offensive,indirect,anger_sadness,origin,immigrants
42,43,@bruger @bruger anden klasse kaldet dirty jew en anden anden klasse pige. gav mening @url,offensive,indirect,shock_indifference,religion,jews
43,44,@bruger luk raghead.....,offensive,indirect,shock_disgust,origin,muslims
44,45,@bruger hvad er spic_,offensive_disrespectful,indirect,shock_disgust,origin,other
45,46,tror kvinder måske retarderede bro. ligesom besidder I siger lort siger I?,offensive,indirect,anger_fear_indifference_sadness_disgust,disability,special_needs
46,47,børn = 52 % flygtninge,fearful_abusive_hateful_normal,indirect,anger_sadness,gender,refugees
47,48,@bruger @bruger msnbc identificeret terrororganisation! venstreorienterede medier godt!,fearful_abusive_offensive_disrespectful_normal,indirect,confusion_sadness_shock_indifference_disgust,other,other
48,49,ikke rigtigt? neger standard,fearful_offensive_disrespectful_hateful_normal,indirect,confusion_sadness_shock_indifference_disgust,origin,african_descent
49,50,@bruger wtf gym konge telefon lille tøs,offensive,direct,anger_disgust,origin,women
50,51,absolut mongoloid gtfo lmaooo @url,offensive,indirect,confusion_sadness_shock_indifference_disgust,disability,special_needs
51,52,retarderet. okay perfekt.,offensive,indirect,anger_sadness,disability,special_needs
52,53,@bruger @bruger tilfældigvis timet caravan love coming lortehuller lande temmelig sikker uden relation,hateful,indirect,anger_shock,origin,immigrants
53,54,fucking hader sonic drops mønter værdifuld lille kusse langsom,offensive,direct,anger_sadness,gender,women
54,55,@bruger betyder platonisk dige måde @url,normal,indirect,anger_sadness_shock_indifference_disgust,sexual_orientation,gay
55,56,@bruger haiti opført andet værre sted rejse lortehul taler @url,normal,indirect,sadness_indifference,origin,other
56,57,dige nation? @url,offensive,indirect,anger_sadness,other,other
57,58,@bruger satte mikrofon retard,offensive,indirect,anger_sadness,disability,special_needs
58,59,okay tilgiv u- u spic ;) @url,offensive,indirect,anger_sadness,origin,other
59,60,mange mdsz' klassiske gyldne scener skærer dumme retarderede lorte idéer i gang @url,offensive_normal,indirect,confusion_sadness_shock_indifference_disgust,disability,special_needs
60,61,parar anorektisk mongol.,normal,indirect,sadness_disgust,disability,special_needs
61,62,"@bruger @bruger parodi på én ting, der er sjovt.",offensive,indirect,anger_sadness,other,women
62,63,@bruger sværger .. hvide mennesker skide retarderede ...,hateful_disrespectful,indirect,confusion_fear_shock_indifference_disgust,disability,special_needs
63,64,aldrig kaldt kike dirty jew @bruger begyndte kampagnen. hadefuld retorik ha @url,hateful_normal,indirect,anger_indifference,other,other
64,65,@bruger kaldet fagot stjal wall burger king badeværelse,offensive,indirect,confusion_fear_shock_indifference_sadness,origin,women
65,66,@bruger @bruger gå tilbage shithole country grab fisse,offensive,indirect,shock_disgust,origin,immigrants
66,67,@bruger ser retarderet ud,hateful_disrespectful,indirect,shock_disgust,disability,special_needs
67,68,"ville ønske, at man kunne se et lorte-lande regere verden en dag. (endnu bedre trumf stadig rundt.)",hateful,indirect,sadness_indifference,origin,other
68,69,@bruger @bruger det er retarderet ting nogensinde set twitter.,offensive,indirect,shock_disgust,disability,special_needs
69,70,fucking fedt anorektisk homoseksuel homofob mexicansk nigger retard gris @bruger,offensive,indirect,confusion_fear_shock_sadness_disgust,disability,refugees
70,71,måske er jeg retarderet,fearful_abusive_offensive_hateful_disrespectful,indirect,anger_indifference,disability,special_needs
71,72,migraction 59 en faveur des migrants de calais @url via @user,fearful_normal,indirect,fear_indifference,origin,other
72,73,tos @url,offensive,indirect,confusion_indifference,gender,women
73,74,nigga var ikke klar over fox news negro troede at snakke lort hvide kvinder ville ok @url,offensive_disrespectful,indirect,shock_disgust,origin,women
74,75,@bruger genlæser lort analfabeter,offensive,indirect,confusion_indifference,other,women
75,76,@bruger ching ching chong :),offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,other
76,77,@bruger @bruger fanden selvmord mandlig prostitueret affald kinaman lee hsien loong imagining h @url,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,muslims
77,78,hjulpet med at bringe alkohol aepi fest løve forsøger smidt ud. jeg har mindre min. fa @url,offensive,indirect,anger_confusion_fear_shock_indifference,other,other
78,79,spil c9 surrender look svenskaren go full retard spil 2.,fearful_offensive,indirect,anger_confusion_sadness_indifference_disgust,disability,special_needs
79,80,stop med at glæde fremmede i stedet for familiesnak!,offensive,indirect,anger_disgust,gender,other
80,81,@bruger okay give fordele ulovlige udlændinge? er det okay at arbejde illegalt? ar @url,hateful,indirect,anger_sadness,origin,immigrants
81,82,mongoloid sagde bogstaveligt talt forkert sted 15 gange. @url,offensive,indirect,anger_sadness,origin,special_needs
82,83,alle kalder mongy jess for had,offensive,indirect,sadness_disgust,other,other
83,84,@bruger fuck mongy bin dipper,offensive,indirect,anger_confusion_fear_shock_indifference,disability,special_needs
84,85,@bruger jeg ville antage nonce gerne sige retard. barske,abusive_offensive_hateful_disrespectful_normal,indirect,anger_confusion_sadness_indifference_disgust,disability,special_needs
85,86,alt bedre. kusse i live..,offensive,indirect,anger_sadness,gender,women
86,87,@bruger @bruger kunne givet lortelande penge,offensive_disrespectful,indirect,sadness_disgust,origin,other
87,88,kusse vil have fat i generationens skrabehals bliver fucking dum @url,offensive,indirect,anger_confusion_fear_shock_indifference,gender,women
88,89,"brug for @bruger til at fortælle, at jeg er gal lige her!",offensive,indirect,confusion_indifference,gender,special_needs
89,90,@bruger tøs,offensive,indirect,indifference_disgust,gender,women
90,91,@bruger uanmeldte illegale udlændinge glade. tuail en,offensive,indirect,anger_sadness,origin,immigrants
91,92,imod at bruge ordet retard retarderede ville tro ok bruge ordet libtard?!,offensive,indirect,anger_confusion_fear_shock_indifference,disability,other
92,93,levende ægte hvid fik sjæl stadig spic!,offensive,direct,anger_shock,origin,refugees
93,94,@bruger @bruger økonomisk asyl ting. ingen af ​​landets lorteasyl. nnhow @url,abusive_offensive_hateful_disrespectful_normal,indirect,confusion_indifference,origin,other
94,95,retarderet giftig femininitet @url,offensive,indirect,confusion_indifference,gender,women
95,96,"@bruger temmelig klart tror, ​​at han hellere ville have en anden grund",fearful_abusive_offensive_hateful_disrespectful,indirect,anger_sadness_shock_indifference_disgust,origin,individual
96,97,baby kender potus #mongoloid,hateful,indirect,anger_sadness,disability,other
97,98,mand forlade en uge første kut møtrik,abusive_offensive_hateful_disrespectful_normal,indirect,confusion_indifference,other,women
98,99,@bruger amerika shithole country los angeles godt.,hateful,indirect,anger_disgust,origin,other
99,100,@bruger suk.. sagde spic..,offensive,indirect,confusion_indifference,origin,other
100,101,@bruger neger,offensive,indirect,anger_disgust,origin,individual
101,102,scomo største fagot madden historie han bashes alle noget madden @url,offensive,indirect,anger_confusion,sexual_orientation,other
102,103,gimme pause gimme pause. bryde stykke fedt retard @url,disrespectful,indirect,indifference_disgust,other,other
103,104,@bruger tror retard tbh succes twitters lavet automatisk post discord mange bruger @url,offensive,indirect,anger_shock,disability,special_needs
104,105,@bruger alt rasende. selvtilfreds lille tøs.,fearful_abusive_offensive_disrespectful_normal,indirect,anger_disgust,gender,women
105,106,ildelugtende psy blk mor forsøger at sende retarderet barn blk goons bil nætter sleepnnthe leder ildelugtende @url,offensive,direct,anger_disgust,origin,women
106,107,trump hader jøder lmfao ya niggas fuld retard. kender arbejde @bruger @bruger ikke? @url,offensive,indirect,sadness_indifference,disability,special_needs
107,108,køb @user @user @user @user @user @user regelmæssigt alternativer @url,normal,indirect,indifference_disgust,other,women
108,109,@bruger @bruger honduras guatemala??? ville overveje lort-lande godt?,offensive,indirect,sadness_indifference,origin,other
109,110,@bruger fanden fup,normal,direct,indifference_disgust,sexual_orientation,women
110,111,se venstreorienteret terrorist ud som fyr skudt @user softball spil sammenligne @url,normal,indirect,indifference_disgust,other,other
111,112,dawg rondo skide retarderet,offensive,indirect,sadness_indifference,origin,other
112,113,2018 ved du ikke at kalde asiater ching chong for racister,offensive,indirect,indifference_disgust,origin,muslims
113,114,@bruger tidligt gab fantastisk maga trist se hele sagen visne dø en kæmpe retard moshpit krympe.,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,other
114,115,få de er døde kommunistiske bogstaveligt retard mode,offensive,indirect,indifference_disgust,disability,special_needs
115,116,@bruger hmm okay sag pas på dig,disrespectful,indirect,anger_confusion_shock_indifference_disgust,gender,women
116,117,@user @user @user retard twitter-konto ser ud.,offensive,indirect,sadness_disgust,disability,special_needs
117,118,@bruger opfør dig selv i dag kampdag stop kut,fearful_offensive,indirect,indifference_disgust,origin,individual
118,119,lyder skide retarderet. får idioter seriøst kick lort? jesus...,offensive,indirect,shock_indifference,disability,special_needs
119,120,forfærdelig kusse @url,hateful,indirect,sadness_indifference,gender,women
120,121,@bruger velkommen twitter klub kendt som.. rapporteret yderst til venstre retarderet græd baby..! @url,offensive_hateful,indirect,indifference_disgust,disability,special_needs
121,122,#shitholecountry orlov?nnoh yeah....fordi shithole country overskred @url,hateful,indirect,fear_shock_indifference_sadness_disgust,origin,other
122,123,@bruger @bruger @bruger retarderet.,offensive,direct,anger_indifference,disability,special_needs
123,124,@user @user mongy american sandsynligvis,offensive,indirect,sadness_shock_indifference_disgust,origin,special_needs
124,125,cunt fremskridt bint tpa taler en regel hinanden. nær forbandet kvalt kaffe.,offensive,indirect,anger_confusion_shock_indifference_disgust,other,women
125,126,"@bruger @bruger tager ikke påstande seriøst, det er feminazistisk hjernevask. se er. kontekst alt.",fearful_abusive_hateful_disrespectful_normal,indirect,confusion_fear_shock_sadness_disgust,gender,women
126,127,@bruger bogstaveligt talt mudderkastende retard,hateful,direct,sadness_disgust,disability,special_needs
127,128,true ur ching chong _ 1/8 xd @url,offensive,indirect,confusion_fear_shock_sadness_disgust,origin,other
128,129,forbandet ret mfs retarderede @url,offensive,indirect,fear_indifference,other,other
129,130,tror pittsburgh synagoge skyder hadrelateret ... retarderede.,normal,indirect,sadness_indifference,disability,special_needs
130,131,"(jeg genvinder retard, bliv ikke sur)",offensive,indirect,fear_shock_indifference_sadness_disgust,disability,special_needs
131,132,@bruger @bruger kan ikke fortælle Bonnie faktisk retarderet hun lader som om.,abusive_offensive_hateful_disrespectful_normal,indirect,anger_fear_indifference_sadness_disgust,disability,special_needs
132,133,@bruger fanden selvmord mandlig prostitueret affald kinaman lee hsien loong forestiller sig rubb @url,abusive_offensive,indirect,fear_indifference,origin,individual
133,134,@user @user retard forklarede er ikke drama,offensive,indirect,confusion_disgust,disability,special_needs
134,135,"1/1024. mellemøstlig venstremand, de ville kalde største terrorforsøg siden 9/11.nnbut @url",hateful,indirect,anger_confusion_fear_shock_sadness,origin,other
135,136,@bruger 28/6/2018. fire illegale udlændinge anklaget for kidnapning og voldtægt af to teenagesøstre 13 1 @url,normal,indirect,anger_confusion_fear_shock_sadness,origin,left_wing_people
136,137,cum øjekugle bøsse pikhoved skide kusse tøs kager,offensive,indirect,fear_indifference,gender,women
137,138,sag hårdt prøv altid retarderet matematik,fearful_offensive_hateful_disrespectful_normal,indirect,anger_fear_indifference_sadness_disgust,disability,special_needs
138,139,@bruger ching chong stil,offensive,indirect,anger_fear_indifference_sadness_disgust,origin,other
139,140,fuldvoksen mand fancy dress halloween? wank plet. certificeret tøs.,fearful_abusive_offensive_disrespectful_normal,indirect,anger_confusion_fear_shock_sadness,other,special_needs
140,141,@brugerlook slægtninge asien mongoloid. mange lyshårede blå @url,offensive,direct,anger_confusion_fear_shock_sadness,origin,individual
141,142,kyo retard nlike fuck,offensive,indirect,anger_confusion_sadness_fear_disgust,disability,special_needs
142,143,@bruger @bruger @bruger #florida shithole country. ja del usn3 killers @url,offensive,indirect,indifference_disgust,origin,special_needs
143,144,kom og server faggots. beskeder åbne. søger ny fagot fill space tegnebog. #findom @url,offensive,indirect,anger_fear_indifference_sadness_disgust,sexual_orientation,indian/hindu
144,145,sheck wes nigger,hateful,indirect,anger_sadness_shock_indifference_disgust,origin,african_descent
145,146,@bruger tak spic,offensive_hateful,direct,anger_confusion_fear_shock_sadness,origin,other
146,147,bande kæreste delvist retarderede gange,fearful_abusive_offensive_hateful_normal,direct,anger_fear_indifference_sadness_disgust,disability,individual
147,148,@bruger jeg laver smørsmurte nudler u retard,offensive,indirect,anger_confusion_sadness_fear_disgust,disability,special_needs
148,149,ordentlige kusse fyre sandsynligvis mistet ven kollega fuckers allerede dykning absolut @url,offensive,indirect,anger_confusion_fear_indifference_disgust,other,other
149,150,@bruger @bruger ville knuse hjerte. amerika avancerede på mange måder omvendt retarderet med @url,offensive,indirect,anger_confusion_sadness_shock_indifference,disability,special_needs
150,151,meanies kalder mongolsk sayni barn Djengis khan barn orangutang,abusive_offensive,indirect,confusion_indifference,origin,other
151,152,bøsse ligner at gå hiv @url,fearful_abusive_offensive_disrespectful_normal,indirect,anger_indifference,gender,special_needs
152,153,at få illegale udlændinge til at blive hjemme frygt godt første skridt. næste håb gå videre til selvdeporterende @url,offensive,indirect,anger_indifference,origin,refugees
153,154,kusse ville gå væk @url,offensive,indirect,anger_fear_indifference_sadness_disgust,gender,individual
154,155,@bruger fuck u spic,offensive,indirect,anger_disgust,origin,hispanics
155,156,trannys retarderede _ røvhul @url,offensive,indirect,anger_sadness,sexual_orientation,other
156,157,@bruger @bruger ima real...du prøver at tale 20000 skrigende mentalt retarderede voksne kan ikke engang danne @url,offensive,direct,anger_confusion_fear_indifference_disgust,disability,special_needs
157,158,husk im negro åbent sind fik skærmdør bedste bar hele skide album lol,offensive,indirect,anger_sadness,origin,other
158,159,wayne collab forrådnende neger,offensive_hateful,direct,anger_sadness,origin,african_descent
159,160,@bruger lol okay. kusse,offensive,direct,anger_sadness_shock_indifference_disgust,gender,women
160,161,nok nok! @bruger annuller planlagt vidnesbyrd løgnagtig feminazi ford behov @url,fearful_hateful,indirect,anger_confusion_sadness_fear_disgust,disability,special_needs
161,162,hele okay hvid ting skabt afslører hader hvide mennesker inkl @url,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,other
162,163,jeg lod neger bc virkelig blive kneppet & ved bedre !!,offensive,indirect,anger_shock,origin,individual
163,164,@user rå venstreorienteret podcast bruger word retard masse fanskare lavet angr @url,offensive,indirect,anger_sadness,other,other
164,165,retard. @url,offensive,indirect,anger_sadness,origin,refugees
165,166,lagged yo chill fagot fucking hell lol. drab,offensive,indirect,confusion_sadness_shock_indifference_disgust,sexual_orientation,special_needs
166,167,@bruger ja retarderet leder papir tiger.,hateful,direct,anger_fear_indifference_sadness_disgust,disability,special_needs
167,168,sælger dvd'er hahahaha shop gonna hate woman counter mongy cunt anyway deser @url,fearful_abusive_offensive_hateful_normal,indirect,anger_fear_indifference_sadness_disgust,disability,women
168,169,jeg er færdig med at handle med små tæver. vokse en fucking par kusse.,normal,direct,anger_fear_indifference_sadness_disgust,gender,women
169,170,"ja, måske er jeg tøs amerika! jeg er delt redneck agendannu propagandaner alle og synger med aldersparanoia",hateful_disrespectful,indirect,confusion_indifference,origin,gay
170,171,ser du kolonialisme ikke?? jeg ville sprænge skrivning vmin farer vild mongolske shobhajatra ppl w @url,normal,indirect,anger_disgust,disability,other
171,172,fik hovedet som diget fik hovedet som @url,offensive,indirect,sadness_disgust,sexual_orientation,women
172,173,bogstaveligt talt føler sig retarderet når som helst brug venstre hånd...jeg ser lidt dum ud,offensive,indirect,anger_sadness,disability,special_needs
173,174,@bruger hej spic kongerige større få fakta sende dine små dukker snak smack nur server @url,hateful,indirect,shock_disgust,origin,other
174,175,"@bruger @bruger @bruger hykleri retard alligevel, hvordan har jonghyun det?",offensive,indirect,anger_indifference,disability,special_needs
175,176,cmon machado fucking mongoloid,offensive,indirect,anger_confusion_sadness_indifference_disgust,disability,other
176,177,@user kinaman problem,offensive,indirect,anger_indifference,origin,other
177,178,@bruger rastice tæve tilføje fagot sutter pik dam dag nat skide bøg,offensive,direct,anger_sadness,origin,other
178,179,15 min netflix & chill kaldet fagot,offensive,indirect,anger_sadness_shock_indifference_disgust,sexual_orientation,other
179,180,@bruger @bruger sker anel retarderet.,offensive,indirect,anger_disgust,disability,special_needs
180,181,@bruger @bruger spilder yndefulde hvide beskidte flygtninge.,offensive,indirect,shock_disgust,origin,refugees
181,182,@bruger lmfao shut cunt unfollow,abusive_offensive,indirect,anger_confusion_shock_indifference_disgust,gender,women
182,183,@bruger ching chong,offensive,indirect,anger_sadness,origin,hispanics
183,184,@bruger brasilien gå stemme brug fingeraftryk id 3rd world shithole... wh @url,offensive,indirect,confusion_fear_shock_indifference_disgust,origin,special_needs
184,185,fotograf - humana - 4 #portræt #rio_negro #argentina #strkng #photography #contemporary #bestof @url,normal,indirect,anger_indifference,other,special_needs
185,186,ring chong ching ching chong chong ching,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,asians
186,187,gyldne visa: rige immigranter misbruger quebecs immigrationspro... @url via @user,normal,indirect,anger_confusion_shock_indifference_disgust,origin,women
187,188,@bruger @bruger eu ching chongs er ikke rigtige ching chong,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,left_wing_people
188,189,@bruger @bruger @bruger oooft du kan ikke tro stillbillede haha ​​x,offensive,indirect,anger_sadness_shock_indifference_disgust,gender,women
189,190,fjols mennesker? selvhad meget konge? @url,offensive,indirect,anger_sadness,sexual_orientation,left_wing_people
190,191,@bruger skele boi langt overlegen tandmongoloid,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,individual
191,192,@user feminazi opdaget,offensive,indirect,anger_confusion_sadness_indifference_disgust,gender,women
192,193,@bruger mange døde illegale udlændinge stemmer blå november dems er ikke bekymrede,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,special_needs
193,194,okay hvid,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,other
194,195,@bruger du far forbandet retard,offensive_disrespectful,direct,indifference_disgust,disability,special_needs
195,196,@bruger ged strand måde retard,normal,direct,anger_sadness,disability,special_needs
196,197,@bruger @bruger @bruger florida shithole armhule usa. gulf @url,offensive,indirect,anger_disgust,origin,other
197,198,@bruger uanset retard,offensive,indirect,anger_fear_indifference_sadness_disgust,disability,special_needs
198,199,"rrrrrrly, jeg er ligeglad",offensive,indirect,anger_sadness,other,women
199,200,">hvis folk virkelig betyder noget, har selv en retarderet stor betydning, de @url",fearful_abusive,indirect,indifference_disgust,disability,special_needs
200,201,føler sig retarderet cant,offensive,indirect,sadness_indifference,disability,special_needs
201,202,@bruger @bruger yeap....spic wet.,offensive_hateful,indirect,anger_disgust,origin,special_needs
202,203,@bruger @bruger skandaløst!!!!!!!! uhyrlig!!! du bliver ulovlige udlændinge (fordi det er wh @url,offensive,indirect,anger_disgust,origin,special_needs
203,204,@bruger sms tilbage tøs,offensive,indirect,anger_disgust,sexual_orientation,other
204,205,d-rotter feminazi abort djævle kom troldende billæs kontanter. foragtelig! @url,hateful,indirect,anger_sadness,other,other
205,206,baby far retarderede tæve,offensive,indirect,sadness_disgust,disability,special_needs
206,207,@bruger fair nigger!,fearful_abusive_offensive_disrespectful_normal,indirect,sadness_disgust,origin,african_descent
207,208,@bruger ønsker virkelig at slå landet lortehul. kommer til at ske.,offensive,indirect,indifference_disgust,other,other
208,209,fucking hader ranglet ingefær kusse joseph brady,hateful,indirect,shock_disgust,gender,women
209,210,#dodamage slogan utroligt dumt. hver forseelses målskade. giver mongoloid boston f @url,fearful_abusive_offensive_hateful_disrespectful,indirect,shock_indifference,disability,special_needs
210,211,jeg er homoseksuel jeg er en tøs hold kæft.,abusive_offensive,indirect,confusion_disgust,sexual_orientation,individual
211,212,@user retard tranny spic show godt,offensive,indirect,anger_confusion_fear_indifference_disgust,other,other
212,213,jeg er racist! rørte tan pik en gang. sikker race dog. lidt spic.,fearful_abusive_offensive_disrespectful_normal,indirect,fear_shock_indifference_sadness_disgust,origin,individual
213,214,@bruger @bruger @bruger kvinde. værktøj. føle sig utryg. hvordan er retard.,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,women
214,215,@bruger kaldet shithole-lande trumf.,offensive,indirect,indifference_disgust,other,other
215,216,@bruger @bruger hellbent ching chong kommunister vil undertrykke nogen er @url,offensive_hateful,indirect,anger_disgust,origin,individual
216,217,@bruger mest beskidte kinamand kriminel lee hsien loong tilskynder til racehad malaysisk kinamand kriminel @url,offensive,direct,confusion_disgust,origin,muslims
217,218,@bruger barns hørte diskutere 'liderlig tjat' fejlagtigt 'venstreorienteret plot'.nemt gjort ....,disrespectful_normal,indirect,indifference_disgust,gender,women
218,219,mr drabu snobbet tøs er! @url,offensive,direct,anger_indifference,other,individual
219,220,californiens kandidatguvernør lover gratis sundhedspleje illegale immigranter seneste push økonomisk @url,offensive,indirect,anger_disgust,origin,individual
220,221,@bruger @bruger shithole lande ringer klokken? gode gener? fødselarisme fine mennesker sider,offensive,indirect,indifference_disgust,origin,other
221,222,@bruger @bruger spole frem sektion usjovt tjat,offensive_hateful,direct,sadness_indifference,other,other
222,223,"bedstemor ringede til bøsse i dag, det er nyt lavt",abusive_offensive_hateful_disrespectful_normal,indirect,anger_confusion_sadness_shock_indifference,sexual_orientation,other
223,224,"forestil dig, at du har levet et lorteland siden fødslen, men alligevel holde fast i amerikansk politik",offensive,indirect,sadness_disgust,origin,other
224,225,luk nigger @url,offensive,indirect,anger_fear_shock_indifference_sadness,origin,individual
225,226,tror kommunister foragter hvide mennesker kapitalismen gik fuld retard mindre okay @url,offensive,indirect,anger_disgust,other,other
226,227,volkan ligner retarderet fætter brian ortega #ufcmoncton,offensive,indirect,anger_fear_shock_indifference_sadness,disability,special_needs
227,228,tæve lukke yo retarderede røv ligner stor værdi nipsey hussle. @url,normal,indirect,anger_confusion,disability,special_needs
228,229,kusse alle lugter det.,offensive,indirect,anger_confusion_sadness_shock_disgust,gender,women
229,230,"bogstaveligt talt ventede rødt lys i fem minutter, jeg er skide retard",offensive,indirect,anger_confusion_sadness_shock_indifference,disability,women
230,231,ord bliver det lortestat i stedet lortland? @url,hateful,indirect,anger_shock,origin,other
231,232,@user @user en retard look ton insta,offensive,indirect,anger_confusion_sadness_shock_indifference,disability,special_needs
232,233,@bruger @bruger egn admin? luk fuck mund kusse giv fuck ftp put @url,offensive,direct,shock_indifference,gender,women
233,234,pinche mames wey!!!! åh for fanden orange kusse dum af!! @bruger ja @url,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,other
234,235,@bruger sikker bortset fra direkte at citere Trumps lortelande.,disrespectful_normal,indirect,anger_confusion_sadness_shock_indifference,other,other
235,236,aw nut kusse fkn gee løft hjem,abusive_disrespectful,indirect,anger_disgust,gender,women
236,237,"@brugervold? du blev sur for et år siden, da du sagde lortelande. gøre sig tanker. @url",offensive,indirect,anger_confusion_sadness_shock_disgust,origin,jews
237,238,trav biograf se burn stage fucker chanting 2!3! kan smide tos @url,offensive,indirect,anger_confusion_sadness_shock_disgust,other,other
238,239,"@bruger besøgte Taiwan én gang! Jeg håber, at jeg kommer tilbage til landet en dag",normal,indirect,anger_shock,other,other
